requirement,requirement_detail,product_id
 Einbauwaschbecken Sanitärporzellan B 500-550mm Ausladung 450-500mm Fuge verfüllen elast.Dichtstoff Silicon B 10mm ," Einbauwaschbecken, Beckeninnenform rechteckig, aus Sanitärporzellan, Farbton weiß, glasiert, mit Armaturenbank, in vorh. Ausschnitt von oben einbauen, mit Überlauf, für Ablaufventil, Breite über 500 bis 550 mm, Ausladung über 450 bis 500 mm, mit Schallschutz DIN 4109, einschl. Verfüllen der Fugen, mit elastischem Dichtstoff DIN EN 15651-3, Basis Silicon, Fugenbreite 10 mm, Hersteller/Typ 'Duravit/Vero 550mm'. ",0315550000
" Waschtisch, unterfahrber, aus Sanitärkeramik,"," Waschtisch, unterfahrber, aus Sanitärkeramik, 600x550x155mm mit Überlauf, mit Hahnlochbank Farbe: 00 Weiss Ausführung: 1 Hahnloch  Fabrikat: Duravit Typ: D-Code Vital Art.Nr. 2312600000 EAN: 4021534686504  oder gleichwertiger Art und Form  Fabrikat: '.........' Typ: '.........'  liefern und montíeren. Das Bohren sowie die Befestigung, inkl. Befestigungsmaterial sind im EP mit zu kalkulieren.",2312600000
WC-Sitz aus hochwertigem Kunststoff mit Deckel über den Sitz greifend, WC-Sitz aus hochwertigem Kunststoff mit Deckel über den Sitz greifend. Verdeckte Scharniere aus Edelstahl. Weiß. WC-Sitz ohne Absenkautomatik. passend zum vorher beschriebenen WC angebotenes Fabrikat/Typ  @01 Textergänzungen des Bieters    vom Bieter einzutragen. komplett incl. allem systembedingtem Klein- und Montagematerial liefern und montieren.,0067310000
"WC-Sitz, weiss"," Duravit D-Code WC-Sitz Vital Design by sieger design, verlängerte Ausführung aus hochwertigem Kunststoff, ohne Absenkautomatik, eins chließlich Deckel mit Edelstahlscharnieren. Weiß.  Fabrikat/Typ: Duravit/D-Code Vital Best.-Nr.: 0060310000  liefern und montieren   oder gleichwertig  angebotenes Fabrikat:  @11 Textergänzungen des Bieters '..........'",0060310000
" Einhebelwaschtischmischer, DN 15"," Einhebelwaschtischmischer, DN 15 Fabrikat: DURAVIT Typ C11020001010 Einhebel-Waschtischmischer, Chrom Hochglanz, Keramikmischsystem, Standmontage, Ausladung 113 mm, Flexible Anschlussschläuche 3/8 Zoll DN 15, Normalstrahl, Temperaturbegrenzung einstellbar, Geeignet für Durchlauferhitzer, Anzahl Griffe 1 Farbe:Chrom Hochglanz liefern und montieren",C11020001010
,,0062910000
 WC-Sitz mit Deckel für Stand-WC," Duravit WC-Sitz D-Code aus Kunststoff mit Absenkautomatik, verlängerte Ausführung, Scharniere edelstahl Bestellnummer: 0067390000 Farbe: 00 Weiss EAN: 4021534350672  Fabrikat/Typ: Duravit/D-Code  liefern und montieren",0067390000
BEHINDERTEN WASCHTISCH VITALIS 65 cm," aus Sanitärkeramik weiß, ohne Überlauf, Überlaufkanal unten geschlossen, mit mittigem Hahnloch, ohne Seifenschale, zur Befestigung am Installationsblock, mit reinigungsfreundlicher Oberfläche einschließlich Befestigungsmaterial Größe:    650 x 570 mm, Höhe 170 mm Fabrikat:   DURAVIT Modell:    DuraStyle Vital Med Ausführung:   WonderGliss komplett liefern und montieren",23306500001
 Klosettsitz mit Deckel behindertengerecht," Klosettsitz mit Deckel und Edelstahl-Scharnieren, weiss mit Plastikpuffer für Sitz und Deckel behindertengerecht passend zu Duravit Architec",0062810000
" Tiefspül-WC, spülrandlos"," Tiefspül-WC Modell für Kinder  Spülrandloses WWC, Tiefspüler wandhängend aus Sanitärkeramik für 4,5 Liter Spülwasser, EWL Klasse 1. Rechteckige Beckenform vorne übergehend in einen Halbkreis.  Abmessungen(BxTxH)325x480x350mm.  Farbe: Weiß  Lieferung inkl. verlängertes Spülrohr liefern und betriebsfertig montieren. Incl. der Herstellung aller Bohrungen und Hinzulieferung des nötigen Befestigungsmaterials.  geplantes Fabrikat:    Duravit  geplanter Typ:    Best.Nr. 2574090000  oder gleichwertiger Art  Gewähltes Fabrikat:  '' (vom Bieter einzutragen)  Gewählter Typ:  '' (vom Bieter einzutragen)  liefern und betriebsfertig montieren.",2574090000
 Badewanne 180x80 cm mit Wannenträger," Badewanne 180x80 cm mit Wannenträger  Rechteck Einbauversion oder für Verkleidung mit zwei Rückenschrägen aus 4mm Sanitäracryl gezogen und durchgefärbt.  Farbe: weiß  Maße (LxB) 1800x800mm  einschließlich: - Wannenträger aus Styropor, Wandanker und Wandprofil - Ab- und Überlaufgarnitur - Schallschutzset und passende Wannenauflagen  einschl. Erstbefüllung mit Trinkwasser nach dem Einbau und Sanitärsilikon, Farbe nach Wahl des Bauherren  vor Bestellung gemeinsames Aufmaß mit Bauleitung  komplett liefern und montieren  Fabrikat: Duravit Typ: D-Code  oder gleichwertig  gew. Fabrikat: .............  gew. Typ : ............. ",790475000000000
 Waschtisch Sanitärporzellan," Waschtisch nach DIN 18025 T2, DIN-EN 32 und DIN 1386, unterfahrbar, aus Sanitärporzellan, für Einlocharmatur, mit Kunststoff-Wandeinbau-Siphon, einschl. Mauerrahmen und Abdeckplatte aus Edelstahl,', mit Standrohrventil, Breite in mm 640. Ausladung in mm 490. Farbton/Oberfläche weiß, glasiert, Befestigung mit Stockschrauben M10 x 120.",2330650000
"Handwaschbecken ca. 50 x 35 cm, rund"," Handwaschbecken, EN 14688 CL 25, aus Sanitärporzellan, außen Rechteckform, Beckenform innen rund, außen eckig, Innenbecken mit abgerundeten Ecken, aus Sanitärporzellan, Hahnloch Mitte offen mit keramischem Überlauf, Breite ca. 500 mm. Ausladung ca. 350 mm. Abstand Mitte Ablauf zur Wand: ca. 210 mm Tiefe Hahnlochbank: ca. 130 mm Abstand Mitte Hahnloch zur Wand: ca. 65 mm Farbton weiß alpin, Gewicht: ca. 10,6 kg Befestigung an Registerelement oder Traggerüst, bzw. mit Schrauben oder Konsolen direkt an der Wand. Einschl. Befestigungs- und Dichtungsmaterial.",0705450000
 Plan-Absaugurinal," Plan-Absaugurinal Zulauf von hinten, Abgang nach hinten Eigenschaften - wandhängend - mit Spülrand - Verdeckte Befestigung - Geruchsverschluss verdeckt - Befestigungssystem - zugelassen für Wassersparendes 0,5   Liter Spülvolumen - reinigungsfreundlich, geschlossene Seitenflächen - 10 Jahre Nachkaufgarantie - eingebrannte, dauerhafte   Spezialglasur mit porenfreier   hydrophiler Oberfläche, zur   Flächendesinfektion geeignet Technische Eigenschaften - Farbe: weiß - Oberfläche: mit Antihaftbeschichtung - Werkstoff: Sanitärkeramik - Nettogewicht: 16,100 kg - Kleine Spülmenge Einstellbereich (l): 1 l - Zulauf: hinten - Abgang: nach hinten - B / Breite (cm): 32,5 cm - H / Höhe (cm): 58 cm - T / Tiefe (cm): 30 cm  für elektronisches, netzbetriebenes Spülsystem einschl. Befestigungsmaterial für Urinal einschl. Schallschutzset  komplett liefern und montieren ",0821350000
Beh. Tiefspül-WC D-Code, Tiefspül-WC Behinderte Fabrikat:              Duravit Typ:                     D-Code,0060710000
WC-Sitz mit Deckel Kind wandhängend,,0021390000
"Duravit, Serie Duravit No.1 WC-Sitz"," Duravit, Serie Duravit No.1 WC-Sitz  Weiß, Design by Duravit, für Einbau von oben, hochwertige Edelstahl-Scharniere: Rostfrei und robust auch bei hoher Belastung, WC-Sitz aus langlebigem Thermoplast: widerstandsfähiger, formstabiler und pflegeleichter Kunststoff, WC-Sitz und Deckel nur mit Werkzeug abnehmbar, mit Absenkautomatik, Abmessung (BxTxH): 373x430x43 mm  Fabrikat: DURAVIT Typ: Duravit No.1 Artikel-Nr.: 0020790000  oder gleichwertiger Art  Hersteller/Typ: @11 Textergänzungen des Bieters '.........' vom Bieter einzutragen",0020790000
"Ablage Duraplus aus Sanitärkeramik 590x145x60mm, weiss"," Ablage Duraplus aus Sanitärkeramik 590x145x60mm, weiss",0893600000
" Waschtisch mit ÜL, mit 1 HL 600x460 mm"," Duravit Waschtisch ME by Starck aus Sanitärkeramik, 600x460x180mm mit Überlauf, mit Hahnlochbank Farbe: 00 Weiss Ausführung: 1 Hahnloch Fabrikat : Duravit Modell : ME by Starck Art.-Nr.: 2335600000 liefern und montieren ",2335600000
Handwaschbecken 450x320x155mm," Handwaschbecken 450x320x155mm aus Sanitärkeramik, mit Hahnlochbank, Farbe: 00 Weiss Ausführung: mit Überlauf, 1 Hahnloch  Duravit Starck 3, Art.-Nr. 07504500000",0750450000
Waschtisch unterfahrbahr 650x550 mm,"  Waschtisch, unterfahrbar mit Wandaufkantung Hahnloch und mit Überlauf EN 14688 - CL25, EN 31, DIN 18040-1/2 Farbe : weiß(alpin) Material : Sanitärporzellan Gewicht : 18 kg Rechteckige Beckenform. Unterfahrbar mit viel Kniefreiheit beim Sitzen. Besonders für die Nutzung durch Rollstuhlfahrer geeignet. Le icht umgreifbare Front- und Seitenbereiche zum Heranziehen und Festhalten - mit seitlich angeformten Haltegriffen. Sanfte Rundungen und gerade breite Flächen gefordert. Reinigungsfreundliche Aufkantung zur Wand Abmessungen außen (ca.): Breite :          650 mm Tiefe :            550 mm Höhe :           160 mm  Abmessungen innen (ca.): Tiefe Armaturenbank:       115 mm Armaturenloch / Ablauf:      165 mm Wand / Ablauf:                 200 mm Höhe umlaufender Rand:       60 mm Höhe Aufkantung:            40 mm incl. Befestigungsmaterial, Schallschutzset sowie Verfugung mittels Sanitärsilikon (antiseptisch, dauerelastisch, schimmelfrei) Behinderten-WC, FUR Kunst, FUR Hauswirtschaft komplett liefern und montieren.",0309700000
" Wandhängende Urinal-Anlage,", best. aus:  - 1 Duravit-Wand-Urinal weiß   Modell: Phillip Starck 3   Größe: 330 x 350 mm - 1 Absaugesiphon   1 Zulauf-Set - 1 AQUAFIX-Installationselement mit Elektronik  liefern und montieren,0821350000
DU Handwaschbecken D-Code 500 mm," DU Handwaschbecken D-Code 500 mm mit ÜL, mit HLB, HL links, weiß Duravit Handwaschbecken D-Code aus Sanitärkeramik, 500x220x135mm mit Überlauf, mit Hahnlochbank Bestellnummer: 0706500009 Farbe: 00 Weiß Ausführung: Hahnloch links",0706500009
 Urinalbecken, Urinalbecken Urinal absaugend aus Sanitärkeramik mit Zulauf von hinten Für Siphon Abgang waagerecht optional senkrecht. Außen glatte geschlossene Form. Einschließlich Befestigung. einschließlich Urinal-Absaugesiphon Spülmenge 1 Liter. Abmessungen(BxTxH) 300x340x560mm. Befestigung: an Vorwandelement Zulauf: von hinten Ablauf: nach hinten mit Befestigungssatz Farbe: weiß (alpin) Ohne Fliege,0821350000
"Waschtisch, Behindertenausführung"," Waschtisch in Behindertenausführung, nach DIN 18040 Ausführung : Sanitärkeramik, für Ein- lochbatterie, mit Überlauf,mit Hahnloch, unterfahrbar in Verbindung mit Wandeinbau- Siphon Befestigung: mit Schrauben am Vorwand- installationselement Zubehör:       Schallschutzstreifen,Befestigungs- material Farbton:        weiß Breite / Tiefe:  600 /550  mm @60 Textergänzungen des Bieters Fabrikat: ................................................................. @61 Textergänzungen des Bieters Typ: ........................................................................ liefern und einbauen",2312600000
 Ausgussbecken Sanitärporzellan glasiert hängend B 400-450mm Ausladung 300-350mm Fuge verfüllen elast.Dichtstoff Silicon B 5mm," Ausgussbecken, aus Sanitärporzellan, glasiert, Standardfarbton, wandhängend, mit Rückwand, mit Klapprost aus Kunststoff, Befestigung an Installationselement, Breite über 400 bis 450 mm, Ausladung über 300 bis 350 mm, mit Schallschutz DIN 4109, einschl. Verfüllen der Fugen, mit elastischem Dichtstoff DIN EN 15651-3, Basis Silicon, Fugenbreite 5 mm, Farbton weiß, Fugenausbildung dreieckig.",0067121000
 Wand-Tiefspülklosett ," Wand-Tiefspülklosett weiss 6 liter  Incl. alle Klein-, Neben- und Befestigungs- und Dichtungsmaterialien, die zur fachgerechten Montage notwendig sind Fabrikat : Duravit Typ : D-Code oder glw.  gewähltes Fabriat: ..................................... gewählter Typ: ......................................  komplett liefern und fachgerecht betriebsfertig montieren ",2535090000
Tiefspül-WC Starck 3," Wand-WC Tiefspüler aus Sanitärkeramik, wandhängend, für 6 und 4,5 Liter Spülwasser nach EN 997. Mit Prüfzeugnis der LGA Würzburg. Au ßen glatte geschlossene rechteckige Beckenform vorne übergehend in einen Halbkreis. Wandanschluss mit Aufkantung. Aus Hygienegründen mit geschlossenem Spülrand und keramischem Spülwasserverteiler. Bodenfreiheit 80 mm bei Einbauhöhe 400mm, einschl ießlich Befestigung. Abmesungen(BxTxH)  360x540x320mm. Farbe:   Weiß Fabrikat:   DURAVIT Modell:   Starck 3",2527090000
 DURAVIT Duschwanne Starck Slimline 800x800x 45mm Quadrat weiß," Duravit Duschwanne Starck Slimline aus 4 mm Sanitäracryl, 800x800x45mm Quadrat Farbe: 00 Weiß Hersteller: Duravit Typ: 720114000000000 Liefern und montieren",720114000000000
WC-Sitz mit Deckel für barrierefreies Wand-WC," verlängerte Ausführung aus hochwertigem Kunststoff, mit Absenkautomatik, einschließlich Deckel mit Edelstahlscharnieren.",0060410000
WC-Anlage," WC-Anlage bestehend aus : Tiefsp ü lbecken, Sanit ä rporzellan, wandh ä ngend, wei ß , WC-Sitz, Kunststoff, wei ß , mit Deckel und Edelstahl-Scharnieren & Absenkautomatik  Schallschutz-Set, Verfugung des Wandanschlusses, Befestigungss ä tze, Fabrikat/Typ Duravit / Happy D.2 einschl. aller Kleinmaterialien komplett liefern und montieren.",22220900001
Badewanne Duravit D-Neo," Badewanne D-Neo - Einbauversion, - Rechteckform, - mit zwei R ü ckenschr ä gen, - aus Sanit ä racryl gezogen und durchgef ä rbt, - Innenform oval, - Innentiefe 465mm, - Wannenrandh ö he 30mm, - Ab- und Ü berlauf mittig, - Ablaufdurchmesser 52mm,  Abmessung Au ß en: Breite: 800 mm L ä nge: 1800 mm H ö he: 485 mm  Fabrikat: DURAVIT Typ: D-Neo Bestellnummer: 700476000000000  einschlie ß lich: - St ü tzenf üß e, passend f ü r oben beschriebene Badewanne, - Wannenrandanker, Wannenprofilen - Sanit ä rsilikon, Farbe nach Wahl des Bauherren.  Nach Montage ist die Wanne in Abstimmung mit der Bauleitung zu bef ü llen und dann bis zur Endabnahme so zu sch ü tzen, dass nachfolgende Gewerke ihre Arbeiten ausf ü hren k ö nnen.(Schutzfolien, Schutzvlies). Abstimmung mit Bauleitung und Nachfolgegewerken.  komplett liefern und montieren",700476000000000
Ausgussbecken, .,0050011000
" D-CODE Compact Wand-Tiefspül-WC|350 x 480 mm, 6,0 Liter, weiß HyG 03869004WE", _,2211092000
" Urinal Sanitärporzellan glasiert, eckige Bauform"," Urinal, aus Sanitärporzellan, glasiert, eckige Bauform, spülrandlos, Farbton weiß, mit Absaugwirkung, mit Zulaufgarnitur, mit Absaugformstück, mit Sieb, Zulauf und Ablauf hinten verdeckt, Befestigung an Installationselement, mit Schallschutz DIN 4109, Spülmenge 0,5 l/s,  Produkt der Planung oder gleichwertig: Duravit / ME Starck Rimless  Hersteller/Typ '....................................... .............' vom Bieter einzutragen .",0051130000
 Einzelwaschbecken B/T 500/470," Einzelwaschbecken B/T 500/470 mm Farbe weiß, aus Sanitärporzellan  Hersteller/Typ Duravit/Vero Artikel: 045450  oder gleichwertig",0454500000
Behinderten-Waschtisch," Behinderten-Waschtisch mit Ü berlauf aus Sanit ä rkeramik, barrierefrei gem äß DIN 18040-1 und DIN 18040-2, rechteckige Beckenform mit 35mm breitem Rand und tiefer liegender Hahnlochbank f ü r Einlochlocharmatur, Wandanschluss mit Aufkantung 35x40mm als Spritzschutz, Abmessungen(BxTxH) 600x545x160mm, Wei ß , einschlie ß lich Expressbefestigung und Montagestreifen Hinweis: Die zuvor genannten technischen Daten, Abmessungen und Gewichte sind Richtwerte und k ö nnen je nach Hersteller abweichen. Diese Richtwerte sind +/- 5% Toleranz einzuhalten! liefern und montieren",0309600000
 Einhebel Wannenmischer M," Einhebel-Wannenmischer M Fabrikat:   Duravit  C.1,  chrom Seriennr.:  C11020001010 liefern und montieren",C15230000010
"WC-Deckel, Kunststoff, weiß (für behindertgerechtes Tiefspül)"," WC-Deckel, Kunststoff, weiß (für behindertgerechtes Tiefspül) WC-Sitz Kunststoff Scharniere aus Edelstahl mit Absenkautomatik-Funktion Farbe: Weiß passend zum Tiefspül-WC aus Position 1.3.10 Angebotenes Fabrikat @60 Textergänzungen des Bieters '....................................................' Komplett liefern und montieren",0062410000
"WC-Anlage barrierefrei, 70 cm Ausladung"," Komplette WC-Anlage Behinderte bestehend aus: 1 wandhängendem Tiefspülklosett 70 cm, aus  Kristall-Porzellan, incl. verchr. Abschlusskappen, mit Schallschutz-Set, als Tiefspül-WC Farbe: weiß wie Fabrikat: Duravit Typ: Vital Starck 3 oder gleichwertiger Art, Hersteller: '....................' Typ: '....................' 1 Spezial-Klosettsitz ohne Deckel, Farbe weiß, mit Edelstahlscharnieren Hersteller: '....................' Typ: '....................' 1 Schallschutz-Set zu Wand-WC 1 PE- Spülrohr-Verlängerung für UP-Spülkästen liefern, ins Gebäude tragen und betriebsfertig montieren",0062610000
" PAIOVA Acrylwanne, 170x100 cm, links, o. Fuesse, Duravit Nr. 700212, weiss liefern und montieren"," PAIOVA Acrylwanne, 170x100 cm, links, o. Fuesse, Duravit Nr. 700212, weiss liefern und montieren ",700212000000000
Duschwanne Starck Slimline 1600x750x 60mm," Duravit Duschwanne Starck Slimline aus 4 mm Sanitäracryl, 1600x750x60mm Rechteck Bestellnummer: 720131000000001 Farbe: 00 Weiss Oberfläche: Antislip EAN: 4021534893025 Einschließlich: Montagesysteme nach Vorgabe des Herstellers, Duschwannen-Antidröhn-Set, Duschwannen-Schalldämmset, Wannen-Anschluss-Schalldämmband WAS 70, DICHTSET FLEX. Ablaufventil verchromt mit Siphon 1 1/4"" ",790103000000000
" WC, spülrandlos, wangehangen, Duravit Happy D.2"," Lieferung und fachgerechte Montage eines wandgehangenen, spülrandlosen WC's als Tiefspülklosett, inkl. WC Sitz, wie in Vorposition beschrieben, jedoch:  Marke: Duravit Serie: Happy D.2 Artikelnr. WC-Anlage: 2222090000 Artikelnr. WC-Sitz: 0064590000",2222090000
Behinderten-WC Starck 3 Vital," Behinderten-WC Tiefspüler mit 70 cm Ausladung, wandhängend, aus Sanitärkeramik für 6 Liter Spülwasser. Außen glatte geschlossene rechteckige Beckenform vorne übergehend in einen Halbkreis. Aus Hygienegründen mit geschlossenem Spülrand und keramischem Spülwasserverteiler. Bodenfreiheit 140mm bei Einbauhöhe 480mm, ohne WC-Sitz, einschließlich Befestigung. Abmessungen(BxTxH) 360x700x320/355mm. Farbe: Weiß.  Fabrikat: DURAVIT Modell:   Starck 3 Vital Best.Nr.: 2203090000",2203090000
 Montage von Ausgüssen in Waschtischen," Lieferung und Montage von Ausgüssen (Unterbauelement) mit Zu- und Ablaufgarnitur an vorhandene Montageelemente , inklusive Silikonierung, Schalschutzset und Befestigungsmittel. Die Wasserauslösung erfolgt  über Einhebelmischbatterie.  Maße: 350 x 350 mm Material: Sanitärkeramik weiß oder Edelstahl",0050011000
" Urinal absaugend aus Sanitärkeramik, DURAVIT Duraplus  Best.Nr. 083060000.","   Urinal absaugend aus Sanitärkeramik, mit verdecktem Zu- und Ablauf. Für Siphon Abgang waagerecht. Zulassung der LGA Würzburg. Außen glatte geschlossene Form. Abmessungen(BxTxH)3 45 x 315 x 615mm.  Farbe:  weiß. Fabrikat: DURAVIT Typ:  Duraplus  Best.Nr. 083060000. Montagehöhe: 650 mm über OKFFB  oder gleichwertig  Fanrikat:_________________Typ:_______________________  liefern und montieren ",0830360000
"WC-Sitz ohne Deckel, Behinderten-WC",,0062510000
 WC Sitz," Luvett WC-SITZ C100 oval universell mit 3 Edelstahl- Scharnieren, Absenkautomatik SoftClose & EasyClean Abnahme aus Duroplast, Toilettendeckel Antibak.  komplett liefern und mit allen Anbauteilen betriebsfertig montieren",0064290000
Waschbecken 450x340 cm,,0705450000
" Tiefspül-WC für Menschen mit Behinderung, Duravit  Wand-WC Starck 3 Vital, 360x700"," Tiefspül-WC aus Sanitärkeramik, für Menschen mit Behinderung Wandhängend, Fabrikat: Duravit Modell:  Wand-WC Starck 3 Vital Abmessungen: 360x700x320mm, barrierefrei für 6 Liter Spülwasser Farbe:  weiß einschl. Befestigungsmaterial und Abdeckkappen  Montagehöhe 480 mm OK Keramik  oder gleichwertig  Fabrikat:__________________ Typ:______________________  liefern und montieren ",2203090000
Waschbecken 550x530 cm,,2310550000
 Urinal Sanitärporzellan glasiert Fuge verfüllen elast.Dichtstoff B 5mm," Urinal, aus Sanitärporzellan, glasiert, Farbton weiß, mit Siphon für Sperrflüssigkeit ohne Wasserspülung, Ablauf verdeckt, Befestigung an Installationselement, Zulauf von hinten, rimless, für 1/2"" Anschluss, inklusive Spüldüse, Zulauf-Set, Ablaufventil, Tassensiphon # 32 mm sowie Befestigung Abmessungen(BxTxH)305x290x560mm einschl. Verfüllen der Fugen, mit elastischem Dichtstoff DIN EN 15651-3, Fugenbreite 5 mm, inkl.erforderlicher Adapter und Übergänge für Anschluss an Installationselement  Hersteller und Typ DURAVIT D-Code Urinal oder gleichwertig, Hersteller und Typ '....................................................' vom Bieter einzutragen. ",0829300000
" Wie vor, jedoch  Handwaschbecken;  Anschlussmaße DIN EN 31;  Breite über 400 bis 450 mm;  Ausladung über 300 b", Handwaschbecken Anschlussmaße DIN EN 31 Breite über 400 bis 450 mm Ausladung über 300 bis 400 mm ,0705450000
 WC-Anlage," 1,00 TECEprofil Modul für Wand-WC BH 1120 mm, mit Tece-Spk. 1,00 TECEprofil Modulbefestigung tiefenverstellbar, mit Schnellverschluss 1,00 TECEloop Glas WC-Betätigungsplatte 2-Mengen-Sp., Glas weiß Taste weiß 1,00 ME BY STARCK Wand-Tiefspül-WC spülrandl. inkl. Durafix, weiß 1,00 ME BY STARCK WC-Sitz abnehmbar softclose, Scharniere Edelstahl, weiß 1,00 Schallschutz-Set f. Wand-Klosett u. -Sitzwaschbecken liefern und montieren ",0020090000
 Grundkörper," UP-Wandmontage  Anschlussmaß Wasseranschluss: DN 15, Vorabsperrung: Nein Farbe 00, Montageart: Unterputz, Min. Einbautiefe: 75 mm, Max. Einbautiefe: 105 mm  Fabrikat: Duravit Art.-Nr.:  GK0900000000  Angebotenes Produkt: '................................. ..................' VOM BIETER AUSZUFÜLLEN!",GK0900000000
 DURAVIT Stark III WC Sitz ohne Absenkautomatik, Duravit WC-Sitz Starck 3 aus Kunststoff ohne Absenkautomatik Scharniere edelstahl Farbe: 00 Weiss  Liefern und montieren  gepl. Fabrikat: Duravit  gepl. Typ:  Starck III  ,0063810000
Badewanne Duravit D-Neo," Badewanne D-Neo - Einbauversion, - Rechteckform, - mit zwei R ü ckenschr ä gen, - aus Sanit ä racryl gezogen und durchgef ä rbt, - Innenform oval, - Innentiefe 465mm, - Wannenrandh ö he 30mm, - Ab- und Ü berlauf mittig, - Ablaufdurchmesser 52mm,  Abmessung Au ß en: Breite: 800 mm L ä nge: 1800 mm H ö he: 485 mm  Fabrikat: DURAVIT Typ: D-Neo Bestellnummer: 700476000000000  einschlie ß lich: - St ü tzenf üß e, passend f ü r oben beschriebene Badewanne, - Wannenrandanker, Wannenprofilen - Sanit ä rsilikon, Farbe nach Wahl des Bauherren.  Nach Montage ist die Wanne in Abstimmung mit der Bauleitung zu bef ü llen und dann bis zur Endabnahme so zu sch ü tzen, dass nachfolgende Gewerke ihre Arbeiten ausf ü hren k ö nnen.(Schutzfolien, Schutzvlies). Abstimmung mit Bauleitung und Nachfolgegewerken.  komplett liefern und montieren",790126000000000
" D-CODE Wand-Tiefspül-WC Basic|355 x 560 mm, 6,0 Liter, weiß 038690WE", Lieferantenartikelnummer: 0184090000,0184090000
Waschtisch 55 x 43 cm," Duravit Waschtisch D-Code aus Sanitärkeramik, 550x430x175mm mit Überlauf, mit Hahnlochbank Bestellnummer: 2310550000 Farbe: 00 Weiss Ausführung: 1 Hahnloch EAN: 4021534344060  einschl. Bemusterung vor Bestellung einschl. Lieferung von Zahnband o. Dämmunterlage einschl. Befestigungsmaterial für Trockenbauwand einschl. Abdichtung mit Sanitärsilikon  Fabrikat/Typ: Duravit/D-Code  liefern und montieren  oder gleichwertig @11 Textergänzungen des Bieters angebotenes Fabrikat: '..........'",2310550000
" Einhebel-Waschtischmischer, Chrom"," Einhebel-Waschtischmischer liefern und einbauen. Keramikmischsystem, Höhe: 175 mm, Ausladung: 113 mm, Anschlussart Wasseranschluss: Flexible Anschlussschläuche, Anschlussmaß Schlauchanschluss: 3/8"", Strahlart: Normalstrahl, Strahlformer mit Kippfunktion, empfohlener Betriebsdruck: 1 - 5 bar, Geräuschklasse: I Chrom, Durchflussmenge (3 bar): 5 l/min, mit Zugstange Ablaufgarnitur, Unified Water Label (UWL) Klasse: 1  Ausführung wie Hersteller/Typ: Duravit C.1 / Einhebel-Waschtischmischer M oder gleichwertiger Art  Angebotener Hersteller/Typ:  ....................................... (vom Bieter einzutragen)",C11020001010
WC-Sitz mit Deckel Kind wandhängend,,0021390000
 Ausgussbecken 52x40cm m.Klapprost weiss," Ausgussbecken inkl. Klapprost, Sanitärporzellan, Maße: 520 x 390 mm, ohne Randschoner, ohne Überlauf, Weiß Alpin",0313480000
Papierrollenhalter Reserve verchromt, Papierrollenhalter Reserve verchromt  Lieferung inklusive korrosionsfreiem Befestigungsmaterial Befestigung über Langlöcher.  Fabrikat der Planung: Fabrikat: Grohe oder gleichwertig angebotenes Fabrikat des Bieters: @11 Textergänzungen des Bieters '.....................................................................'  liefern und montieren,0099151000
" PHILIPPE STARCK 3 - Eck-Handwaschbecken mit Uberlauf, mit Hahnlochbank, weiß, Breite: 430 mm, Tiefe: 380 mm "," PHILIPPE STARCK 3 - Eck-Handwaschbecken mit Uberlauf, mit Hahnlochbank, fur Laschenbefestigung  Farbe: weiß Breite: 430 mm Tiefe: 380 mm  liefern und montieren",0752440000
"Wand-WC 540 mm Tiefspüler, rimless, weiss"," Wand-WC als Tiefsp ü ler aus Sanit ä rkeramik Abmessungen:  365x540mm Ausf ü hrung: rimless f ü r 4,5 Liter Sp ü lwasser Farbe:    Wei ß  Wand-WC als sp ü lrandloses WC, Tiefsp ü ler wandh ä ngend aus Sanit ä rkeramik f ü r 4,5 l Sp ü lwasser. Rechteckige Beckenform vorne ü bergehend in einen Halbkreis. Bodenfreiheit 50/100 mm bei Einbauh ö he 400 mm",2562090000
Waschtisch 600mm," Duravit Waschtisch ME by Starck aus Sanitärkeramik, 600x460x180mm mit Überlauf, mit Hahnlochbank Bestellnummer: 2335600000 Farbe: 00 Weiss Ausführung: 1 Hahnloch EAN: 4021534966576 Geruchverschluss 1 1/4"", mit verstellbarem Tauchrohr und Rosette, verchromt,  mit Ablaufventil 1 1/4"" mit Push-Up-Funktion, verchromt Befestigungsmaterial  Hersteller: Duravit Typ: ME by Starck",2335600000
"Waschtisch 550 x 450, eckige Form"," Waschtisch, mit Hahnloch, mit Überlauf unterbaufähig, abgesenkte Hahnlochbank, leicht geneigte Ablagefläche, - Hahnloch: mittig - Überlauf: sichtbar - Farbe: weiß - Werkstoff: Sanitärkeramik - Breite: ca. 55 cm - Höhe: ca. 19,5 cm - Tiefe: ca. 44 cm - Breite Innenbecken: ca. 45 cm - Höhe Innenbecken: ca. 14,5 cm - Tiefe Innenbecken: ca. 27 cm Fabrikat der Planung: Geberit Renova Plan 550x440 mm, mit Hahnloch, mit Überlauf oder gleichwertig.",2310550000
Tiefspül-WC spülrandlos," igung, Zulauf: von hinten, Abgang waagerecht Mit Schallschutzs  Hersteller: Duravit Typ: ME starck",2529090000
